feature,importance,importance_pct,cumulative_pct
Model_Description_ZX230LC,0,0.0,99.96
Model_Description_ZX230,0,0.0,99.96
Model_Description_ZX225USRLC,0,0.0,99.96
Model_Description_ZX225USRK,0,0.0,99.96
Model_Description_ZX225USR,0,0.0,99.96
Model_Description_ZX225USLC,0,0.0,99.96
Model_Description_PR732,0,0.0,99.96
Model_Description_ZX225US,0,0.0,99.96
Model_Description_ZX225,0,0.0,99.96
Model_Description_ZX210LC,0,0.0,99.96
Model_Description_ZX210K,0,0.0,99.96
Model_Description_ZX210,0,0.0,99.96
Model_Description_ZX200LL,0,0.0,99.96
Model_Description_ZX200LC3,0,0.0,99.96
Model_Description_XT1600,0,0.0,99.96
Model_Description_XL5200,0,0.0,99.96
Model_Description_XL4200,0,0.0,99.96
Model_Description_WB156-5,0,0.0,99.96
Model_Description_WB150PS-2,0,0.0,99.96
Model_Description_WB150PS,0,0.0,99.96
Model_Description_WB150AWS2N,0,0.0,99.96
Model_Description_WB150AWS2,0,0.0,99.96
Model_Description_WB150-2N,0,0.0,99.96
Model_Description_WB150-2,0,0.0,99.96
Model_Description_WB150,0,0.0,99.96
Model_Description_WB146-5,0,0.0,99.96
Model_Description_WB146,0,0.0,99.96
Model_Description_WB142-5,0,0.0,99.96
Model_Description_WB140PS-2N,0,0.0,99.96
Model_Description_WB140PS,0,0.0,99.96
Model_Description_WB140F-2,0,0.0,99.96
Model_Description_WB1402T,0,0.0,99.96
Model_Description_WB140-2N,0,0.0,99.96
Model_Description_WB140-2,0,0.0,99.96
Model_Description_WB140,0,0.0,99.96
Model_Description_WB100,0,0.0,99.96
Model_Description_WA95-3,0,0.0,99.96
Model_Description_WA95,0,0.0,99.96
Model_Description_WA800-2,0,0.0,99.96
Model_Description_WB150PS-2N,0,0.0,99.96
Model_Description_WB93R-2,0,0.0,99.96
Model_Description_XL3200,0,0.0,99.96
Model_Description_WB97R,0,0.0,99.96
Model_Description_X341,0,0.0,99.96
Model_Description_X337,0,0.0,99.96
Model_Description_X334,0,0.0,99.96
Model_Description_PR741,0,0.0,99.96
Model_Description_X331,0,0.0,99.96
Model_Description_X325,0,0.0,99.96
Model_Description_X320,0,0.0,99.96
Model_Description_WS500,0,0.0,99.96
Model_Description_WS400,0,0.0,99.96
Model_Description_WS300A,0,0.0,99.96
Model_Description_WS210,0,0.0,99.96
Model_Description_WS200A,0,0.0,99.96
Model_Description_WS200,0,0.0,99.96
Model_Description_WLK35,0,0.0,99.96
Model_Description_WLK25,0,0.0,99.96
Model_Description_WLK20,0,0.0,99.96
Model_Description_WL50G,0,0.0,99.96
Model_Description_WL440B,0,0.0,99.96
Model_Description_WL440,0,0.0,99.96
Model_Description_WL350,0,0.0,99.96
Model_Description_WB97R2,0,0.0,99.96
Model_Description_WA250-5GALEO,0,0.0,99.96
Model_Description_WA250-5,0,0.0,99.96
Model_Description_WA250-3PT,0,0.0,99.96
Model_Description_TX300LC1,0,0.0,99.96
Model_Description_TXC140,0,0.0,99.96
Model_Description_TX970B,0,0.0,99.96
Model_Description_TX870B,0,0.0,99.96
Model_Description_TX860SB,0,0.0,99.96
Model_Description_TX860B,0,0.0,99.96
Model_Description_TX860,0,0.0,99.96
Model_Description_TX750,0,0.0,99.96
Model_Description_TX525,0,0.0,99.96
Model_Description_TX425DINGO,0,0.0,99.96
Model_Description_TX300LC2,0,0.0,99.96
Model_Description_TLK965,0,0.0,99.96
Model_Description_UH045,0,0.0,99.96
Model_Description_TLK760,0,0.0,99.96
Model_Description_TLK750,0,0.0,99.96
Model_Description_TLB535ESL,0,0.0,99.96
Model_Description_TLB535,0,0.0,99.96
Model_Description_TLB425ESL,0,0.0,99.96
Model_Description_TLB425,0,0.0,99.96
Model_Description_TLB325,0,0.0,99.96
Model_Description_TLB220,0,0.0,99.96
Model_Description_TLB20,0,0.0,99.96
Model_Description_TL80,0,0.0,99.96
Model_Description_TXC140LC1,0,0.0,99.96
Model_Description_TXC175LC1,0,0.0,99.96
Model_Description_TXC225,0,0.0,99.96
Model_Description_TXC225-2,0,0.0,99.96
Model_Description_UH035,0,0.0,99.96
Model_Description_UH025-7,0,0.0,99.96
Model_Description_PT60,0,0.0,99.96
Model_Description_UH025,0,0.0,99.96
Model_Description_UE50,0,0.0,99.96
Model_Description_PT70,0,0.0,99.96
Model_Description_U80,0,0.0,99.96
Model_Description_TXL5002,0,0.0,99.96
Model_Description_TXL4002,0,0.0,99.96
Model_Description_TXL4001,0,0.0,99.96
Model_Description_R110,0,0.0,99.96
Model_Description_TXL3002,0,0.0,99.96
Model_Description_TXL2501,0,0.0,99.96
Model_Description_TXL250-2,0,0.0,99.96
Model_Description_TXL2001,0,0.0,99.96
Model_Description_TXL200-2,0,0.0,99.96
Model_Description_TXC470LC1,0,0.0,99.96
Model_Description_TXC340LC2,0,0.0,99.96
Model_Description_TXC340LC1,0,0.0,99.96
Model_Description_TXC225LC2,0,0.0,99.96
Model_Description_TXC225LC1,0,0.0,99.96
Model_Description_TL65,0,0.0,99.96
Model_Description_TL60,0,0.0,99.96
Model_Description_TL262,0,0.0,99.96
Model_Description_TD25,0,0.0,99.96
Model_Description_TD20G,0,0.0,99.96
Model_Description_TD20E,0,0.0,99.96
Model_Description_R110LC7,0,0.0,99.96
Model_Description_TD15H,0,0.0,99.96
Model_Description_TD15ELGP,0,0.0,99.96
Model_Description_R130LCD3,0,0.0,99.96
Model_Description_TD15E,0,0.0,99.96
Model_Description_TD15CLGP,0,0.0,99.96
Model_Description_TD15C,0,0.0,99.96
Model_Description_TD15B,0,0.0,99.96
Model_Description_TD15,0,0.0,99.96
Model_Description_TD12XP,0,0.0,99.96
Model_Description_TD12CXP,0,0.0,99.96
Model_Description_TD12C,0,0.0,99.96
Model_Description_TD12,0,0.0,99.96
Model_Description_TC62H,0,0.0,99.96
Model_Description_TC60,0,0.0,99.96
Model_Description_TC54H,0,0.0,99.96
Model_Description_TC50,0,0.0,99.96
Model_Description_TC48,0,0.0,99.96
Model_Description_TC44H,0,0.0,99.96
Model_Description_TD20H,0,0.0,99.96
Model_Description_TD25C,0,0.0,99.96
Model_Description_TL26,0,0.0,99.96
Model_Description_TD25E,0,0.0,99.96
Model_Description_TL210,0,0.0,99.96
Model_Description_TL140,0,0.0,99.96
Model_Description_TL130,0,0.0,99.96
Model_Description_TL126,0,0.0,99.96
Model_Description_TD9HLGP,0,0.0,99.96
Model_Description_TD8HLGP,0,0.0,99.96
Model_Description_TD8H,0,0.0,99.96
Model_Description_TD8GLT,0,0.0,99.96
Model_Description_TD8GLGP,0,0.0,99.96
Model_Description_TD8G,0,0.0,99.96
Model_Description_TD8C,0,0.0,99.96
Model_Description_R110D7,0,0.0,99.96
Model_Description_TD8,0,0.0,99.96
Model_Description_TD7H,0,0.0,99.96
Model_Description_TD7G,0,0.0,99.96
Model_Description_TD7ELGP,0,0.0,99.96
Model_Description_TD7E,0,0.0,99.96
Model_Description_TD7B,0,0.0,99.96
Model_Description_TD7,0,0.0,99.96
Model_Description_TD40B,0,0.0,99.96
Model_Description_TD40,0,0.0,99.96
Model_Description_UH04,0,0.0,99.96
Model_Description_UH045-5,0,0.0,99.96
Model_Description_WA250-3MC,0,0.0,99.96
Model_Description_W26B,0,0.0,99.96
Model_Description_WA100-3,0,0.0,99.96
Model_Description_WA100-1,0,0.0,99.96
Model_Description_WA100,0,0.0,99.96
Model_Description_W80BTC,0,0.0,99.96
Model_Description_W7C,0,0.0,99.96
Model_Description_W60-2,0,0.0,99.96
Model_Description_W50TC,0,0.0,99.96
Model_Description_W4,0,0.0,99.96
Base_Model_BM5350,0,0.0,99.96
Model_Description_W30,0,0.0,99.96
Model_Description_PR751,0,0.0,99.96
Model_Description_UH07,0,0.0,99.96
Model_Description_W260-1,0,0.0,99.96
Model_Description_W260,0,0.0,99.96
Model_Description_W26,0,0.0,99.96
Model_Description_W24C,0,0.0,99.96
Model_Description_W24B,0,0.0,99.96
Model_Description_W24,0,0.0,99.96
Model_Description_W20C,0,0.0,99.96
Model_Description_W20B,0,0.0,99.96
Model_Description_W20,0,0.0,99.96
Model_Description_W190B,0,0.0,99.96
Model_Description_WA120,0,0.0,99.96
Model_Description_WA120-1,0,0.0,99.96
Model_Description_WA120-3,0,0.0,99.96
Model_Description_WA1203L,0,0.0,99.96
Model_Description_WA250-3,0,0.0,99.96
Model_Description_WA250,0,0.0,99.96
Model_Description_WA200PT-5,0,0.0,99.96
Model_Description_WA2005L,0,0.0,99.96
Model_Description_WA200-6,0,0.0,99.96
Model_Description_WA200-5,0,0.0,99.96
Model_Description_WA200-1,0,0.0,99.96
Model_Description_WA200,0,0.0,99.96
Model_Description_WA20,0,0.0,99.96
Model_Description_WA180PT-3,0,0.0,99.96
Model_Description_WA1801L,0,0.0,99.96
Model_Description_WA180-3MC,0,0.0,99.96
Model_Description_WA180-3L,0,0.0,99.96
Model_Description_WA180-3,0,0.0,99.96
Model_Description_WA180-1,0,0.0,99.96
Model_Description_WA180,0,0.0,99.96
Model_Description_WA150-5,0,0.0,99.96
Model_Description_WA150-1,0,0.0,99.96
Model_Description_WA150,0,0.0,99.96
Model_Description_WA1203MC,0,0.0,99.96
Model_Description_PR742,0,0.0,99.96
Model_Description_W18B,0,0.0,99.96
Model_Description_W1801,0,0.0,99.96
Model_Description_PRODIGY_TK216,0,0.0,99.96
Model_Description_UH16,0,0.0,99.96
Model_Description_UH14-2,0,0.0,99.96
Model_Description_UH14,0,0.0,99.96
Model_Description_UH123,0,0.0,99.96
Model_Description_UH122LC,0,0.0,99.96
Model_Description_UH122,0,0.0,99.96
Model_Description_UH121,0,0.0,99.96
Model_Description_UH10LC,0,0.0,99.96
Model_Description_UH101,0,0.0,99.96
Model_Description_UH10,0,0.0,99.96
Model_Description_UH09LC,0,0.0,99.96
Model_Description_UH09,0,0.0,99.96
Model_Description_UH083,0,0.0,99.96
Model_Description_UH08-3LC,0,0.0,99.96
Model_Description_UH08-2LC,0,0.0,99.96
Model_Description_UH08-2,0,0.0,99.96
Model_Description_PT30,0,0.0,99.96
Model_Description_UH07LC7,0,0.0,99.96
Model_Description_UH07LC,0,0.0,99.96
Model_Description_PT50,0,0.0,99.96
Model_Description_UH073,0,0.0,99.96
Model_Description_UH071,0,0.0,99.96
Model_Description_UH143LC,0,0.0,99.96
Model_Description_UH171,0,0.0,99.96
Model_Description_W18,0,0.0,99.96
Model_Description_UH172,0,0.0,99.96
Model_Description_W14H,0,0.0,99.96
Model_Description_W14C,0,0.0,99.96
Model_Description_W14B,0,0.0,99.96
Model_Description_W14,0,0.0,99.96
Model_Description_W130,0,0.0,99.96
Model_Description_W12,0,0.0,99.96
Model_Description_W11,0,0.0,99.96
Model_Description_VIO75,0,0.0,99.96
Model_Description_VIO50,0,0.0,99.96
Model_Description_VIO352,0,0.0,99.96
Model_Description_VIO35,0,0.0,99.96
Model_Description_VIO30,0,0.0,99.96
Model_Description_VC20/20,0,0.0,99.96
Model_Description_VC20,0,0.0,99.96
Model_Description_VC15,0,0.0,99.96
Model_Description_V45,0,0.0,99.96
Model_Description_UH801,0,0.0,99.96
Model_Description_UH501,0,0.0,99.96
Model_Description_UH30,0,0.0,99.96
Model_Description_UH261,0,0.0,99.96
Model_Description_UH20,0,0.0,99.96
Model_Description_W30ZF,0,0.0,99.96
Base_Model_FR11,0,0.0,99.96
Base_Model_BS3,0,0.0,99.96
Base_Model_WA270,0,0.0,99.96
Base_Model_WA70,0,0.0,99.96
Base_Model_WA65,0,0.0,99.96
Base_Model_WA50,0,0.0,99.96
Base_Model_WA480,0,0.0,99.96
Base_Model_WA470,0,0.0,99.96
Base_Model_WA430,0,0.0,99.96
Base_Model_WA400,0,0.0,99.96
Base_Model_WA40,0,0.0,99.96
Base_Model_WA360,0,0.0,99.96
Base_Model_WA300,0,0.0,99.96
Base_Model_WA200,0,0.0,99.96
Base_Model_TXC140,0,0.0,99.96
Base_Model_WA20,0,0.0,99.96
Base_Model_WA180,0,0.0,99.96
Base_Model_WA150,0,0.0,99.96
Base_Model_WA120,0,0.0,99.96
Base_Model_WA100,0,0.0,99.96
Base_Model_W80,0,0.0,99.96
Base_Model_W7,0,0.0,99.96
Base_Model_W60,0,0.0,99.96
Base_Model_W50,0,0.0,99.96
Base_Model_W4,0,0.0,99.96
Base_Model_WA700,0,0.0,99.96
Base_Model_WA80,0,0.0,99.96
Base_Model_WA800,0,0.0,99.96
Base_Model_WA95,0,0.0,99.96
Base_Model_X325,0,0.0,99.96
Base_Model_X320,0,0.0,99.96
Base_Model_WS500,0,0.0,99.96
Base_Model_WS400,0,0.0,99.96
Base_Model_WS300,0,0.0,99.96
Base_Model_WS210,0,0.0,99.96
Base_Model_WS200,0,0.0,99.96
Base_Model_WLK35,0,0.0,99.96
Base_Model_WLK25,0,0.0,99.96
Base_Model_WLK20,0,0.0,99.96
Base_Model_WL50,0,0.0,99.96
Base_Model_WL440,0,0.0,99.96
Base_Model_WL350,0,0.0,99.96
Base_Model_WB97,0,0.0,99.96
Base_Model_WB93,0,0.0,99.96
Base_Model_WB156,0,0.0,99.96
Base_Model_WB150,0,0.0,99.96
Base_Model_WB146,0,0.0,99.96
Base_Model_WB142,0,0.0,99.96
Base_Model_WB140,0,0.0,99.96
Base_Model_WB100,0,0.0,99.96
Base_Model_W260,0,0.0,99.96
Base_Model_W190,0,0.0,99.96
Base_Model_W180,0,0.0,99.96
Base_Model_UH123,0,0.0,99.96
Base_Model_UH101,0,0.0,99.96
Base_Model_UH10,0,0.0,99.96
Base_Model_UH09,0,0.0,99.96
Base_Model_UH083,0,0.0,99.96
Base_Model_UH08,0,0.0,99.96
Base_Model_UH073,0,0.0,99.96
Base_Model_UH071,0,0.0,99.96
Base_Model_UH07,0,0.0,99.96
Base_Model_UH045,0,0.0,99.96
Base_Model_UH04,0,0.0,99.96
Base_Model_UH035,0,0.0,99.96
Base_Model_UE50,0,0.0,99.96
Base_Model_U80,0,0.0,99.96
Base_Model_TXL500,0,0.0,99.96
Base_Model_TXL400,0,0.0,99.96
Base_Model_TXL300,0,0.0,99.96
Base_Model_TXL250,0,0.0,99.96
Base_Model_TXL200,0,0.0,99.96
Base_Model_TXC470,0,0.0,99.96
Base_Model_TXC340,0,0.0,99.96
Base_Model_TXC225,0,0.0,99.96
Base_Model_UH121,0,0.0,99.96
Base_Model_UH14,0,0.0,99.96
Base_Model_W18,0,0.0,99.96
Base_Model_UH143,0,0.0,99.96
Base_Model_W14,0,0.0,99.96
Base_Model_W130,0,0.0,99.96
Base_Model_W12,0,0.0,99.96
Base_Model_W11,0,0.0,99.96
Base_Model_VIO75,0,0.0,99.96
Base_Model_VIO50,0,0.0,99.96
Base_Model_VIO35,0,0.0,99.96
Base_Model_VIO30,0,0.0,99.96
Base_Model_VC20/20,0,0.0,99.96
Base_Model_VC20,0,0.0,99.96
Base_Model_VC15,0,0.0,99.96
Base_Model_V4,0,0.0,99.96
Base_Model_UH801,0,0.0,99.96
Base_Model_UH501,0,0.0,99.96
Base_Model_UH30,0,0.0,99.96
Base_Model_UH261,0,0.0,99.96
Base_Model_UH20,0,0.0,99.96
Base_Model_UH181,0,0.0,99.96
Base_Model_UH172,0,0.0,99.96
Base_Model_UH171,0,0.0,99.96
Base_Model_UH16,0,0.0,99.96
Base_Model_X331,0,0.0,99.96
Base_Model_X334,0,0.0,99.96
Base_Model_X337,0,0.0,99.96
Secondary_Description_DT,0,0.0,99.96
Secondary_Description_CS,0,0.0,99.96
Secondary_Description_CR,0,0.0,99.96
Secondary_Description_CM,0,0.0,99.96
Secondary_Description_CLR,0,0.0,99.96
Secondary_Description_CL,0,0.0,99.96
Secondary_Description_CKB,0,0.0,99.96
Secondary_Description_CK,0,0.0,99.96
Secondary_Description_CH,0,0.0,99.96
Secondary_Description_CE,0,0.0,99.96
Secondary_Description_C______,0,0.0,99.96
Secondary_Description_BZD,0,0.0,99.96
Secondary_Description_BZ,0,0.0,99.96
Secondary_Description_BLGPPS,0,0.0,99.96
Secondary_Description_BLGP,0,0.0,99.96
Secondary_Description_BH,0,0.0,99.96
Secondary_Description_BEC,0,0.0,99.96
Secondary_Description_B_____,0,0.0,99.96
Secondary_Description_AW,0,0.0,99.96
Secondary_Description_AG,0,0.0,99.96
Secondary_Description_AB,0,0.0,99.96
Secondary_Description_AA,0,0.0,99.96
Secondary_Description_CX,0,0.0,99.96
Secondary_Description_DX,0,0.0,99.96
Secondary_Description_2,0,0.0,99.96
Secondary_Description_DXT,0,0.0,99.96
Secondary_Description_JX,0,0.0,99.96
Secondary_Description_IV,0,0.0,99.96
Secondary_Description_HZ,0,0.0,99.96
Secondary_Description_HLS,0,0.0,99.96
Secondary_Description_HLGP,0,0.0,99.96
Secondary_Description_HL,0,0.0,99.96
Secondary_Description_HF,0,0.0,99.96
Secondary_Description_HDSL,0,0.0,99.96
Secondary_Description_HDS,0,0.0,99.96
Secondary_Description_HD,0,0.0,99.96
Secondary_Description_HAG,0,0.0,99.96
Secondary_Description_H90,0,0.0,99.96
Secondary_Description_H______,0,0.0,99.96
Secondary_Description_GT,0,0.0,99.96
Secondary_Description_FR,0,0.0,99.96
Secondary_Description_EW,0,0.0,99.96
Secondary_Description_EST,0,0.0,99.96
Secondary_Description_ESS,0,0.0,99.96
Secondary_Description_EL,0,0.0,99.96
Secondary_Description_EG,0,0.0,99.96
Secondary_Description_DZ,0,0.0,99.96
Secondary_Description_5,0,0.0,99.96
Secondary_Description_1,0,0.0,99.96
Base_Model_X341,0,0.0,99.96
Base_Model_ZX210,0,0.0,99.96
Base_Model_ZX135,0,0.0,99.96
Base_Model_ZX125,0,0.0,99.96
Base_Model_ZL402,0,0.0,99.96
Base_Model_ZAXIS_330,0,0.0,99.96
Base_Model_ZAXIS_270,0,0.0,99.96
Base_Model_ZAXIS_160,0,0.0,99.96
Base_Model_ZAXIS_135,0,0.0,99.96
Base_Model_YB551,0,0.0,99.96
Base_Model_YB451,0,0.0,99.96
Base_Model_YB351,0,0.0,99.96
Base_Model_YB301,0,0.0,99.96
Base_Model_YB271,0,0.0,99.96
Base_Model_YB27,0,0.0,99.96
Base_Model_YB251,0,0.0,99.96
Base_Model_YB22,0,0.0,99.96
Base_Model_XT850,0,0.0,99.96
Base_Model_XT1600,0,0.0,99.96
Base_Model_XL5200,0,0.0,99.96
Base_Model_XL4200,0,0.0,99.96
Base_Model_XL3200,0,0.0,99.96
Base_Model_XL2200,0,0.0,99.96
Base_Model_ZX180,0,0.0,99.96
Base_Model_ZX225,0,0.0,99.96
Secondary_Description_0_7,0,0.0,99.96
Base_Model_ZX230,0,0.0,99.96
Secondary_Description_-7,0,0.0,99.96
Secondary_Description_-6,0,0.0,99.96
Secondary_Description_-5L,0,0.0,99.96
Secondary_Description_-5,0,0.0,99.96
Secondary_Description_-3,0,0.0,99.96
Secondary_Description_-2,0,0.0,99.96
Secondary_Description_#NAME?,0,0.0,99.96
Base_Model_ZX850,0,0.0,99.96
Base_Model_ZX800,0,0.0,99.96
Base_Model_ZX80,0,0.0,99.96
Base_Model_ZX75,0,0.0,99.96
Base_Model_ZX70,0,0.0,99.96
Base_Model_ZX600,0,0.0,99.96
Base_Model_ZX50,0,0.0,99.96
Base_Model_ZX370,0,0.0,99.96
Base_Model_ZX35,0,0.0,99.96
Base_Model_ZX30,0,0.0,99.96
Base_Model_ZX270,0,0.0,99.96
Base_Model_ZX27,0,0.0,99.96
Base_Model_ZX25,0,0.0,99.96
Base_Model_ZX240,0,0.0,99.96
Base_Model_TXC175,0,0.0,99.96
Base_Model_TX970,0,0.0,99.96
Base_Model_S330,0,0.0,99.96
Base_Model_SK70,0,0.0,99.96
Base_Model_SKL853,0,0.0,99.96
Base_Model_SKL834,0,0.0,99.96
Base_Model_SKL824,0,0.0,99.96
Base_Model_SKL814,0,0.0,99.96
Base_Model_SK820,0,0.0,99.96
Base_Model_SK818,0,0.0,99.96
Base_Model_SK815,0,0.0,99.96
Base_Model_SK80,0,0.0,99.96
Base_Model_SK75,0,0.0,99.96
Base_Model_SK714,0,0.0,99.96
Base_Model_SK650,0,0.0,99.96
Base_Model_TX870,0,0.0,99.96
Base_Model_SK60,0,0.0,99.96
Base_Model_SK500,0,0.0,99.96
Base_Model_SK50,0,0.0,99.96
Base_Model_SK480,0,0.0,99.96
Base_Model_SK45,0,0.0,99.96
Base_Model_SK400,0,0.0,99.96
Base_Model_SK40,0,0.0,99.96
Base_Model_SK350,0,0.0,99.96
Base_Model_SK35,0,0.0,99.96
Base_Model_SK330,0,0.0,99.96
Base_Model_SKL854,0,0.0,99.96
Base_Model_SKL863,0,0.0,99.96
Base_Model_SL120,0,0.0,99.96
Base_Model_SL180,0,0.0,99.96
Base_Model_SOLAR_220,0,0.0,99.96
Base_Model_SOLAR_175,0,0.0,99.96
Base_Model_SOLAR_170,0,0.0,99.96
Base_Model_SOLAR_140,0,0.0,99.96
Base_Model_SOLAR_130,0,0.0,99.96
Base_Model_SL7810,0,0.0,99.96
Base_Model_SL7800,0,0.0,99.96
Base_Model_SL7610,0,0.0,99.96
Base_Model_SL7600,0,0.0,99.96
Base_Model_SL6635,0,0.0,99.96
Base_Model_SL6625,0,0.0,99.96
Base_Model_SL5635,0,0.0,99.96
Base_Model_SL5625,0,0.0,99.96
Base_Model_SL4835,0,0.0,99.96
Base_Model_SL4635,0,0.0,99.96
Base_Model_SL4625,0,0.0,99.96
Base_Model_SL4525,0,0.0,99.96
Base_Model_SL3825,0,0.0,99.96
Base_Model_SL3725,0,0.0,99.96
Base_Model_SL3410,0,0.0,99.96
Base_Model_SL250,0,0.0,99.96
Base_Model_SK300,0,0.0,99.96
Base_Model_SK30,0,0.0,99.96
Base_Model_SK290,0,0.0,99.96
Base_Model_SK030,0,0.0,99.96
Base_Model_SK027,0,0.0,99.96
Base_Model_SK025,0,0.0,99.96
Base_Model_SK024,0,0.0,99.96
Base_Model_SK015,0,0.0,99.96
Base_Model_SK013,0,0.0,99.96
Base_Model_SK007,0,0.0,99.96
Base_Model_SH75,0,0.0,99.96
Base_Model_SH200,0,0.0,99.96
Base_Model_SH120,0,0.0,99.96
Base_Model_SE50,0,0.0,99.96
Base_Model_SE450,0,0.0,99.96
Base_Model_SE350,0,0.0,99.96
Base_Model_SE280,0,0.0,99.96
Base_Model_SE240,0,0.0,99.96
Base_Model_SE210,0,0.0,99.96
Base_Model_SE130,0,0.0,99.96
Base_Model_SDK10,0,0.0,99.96
Base_Model_SD250,0,0.0,99.96
Base_Model_SCL515,0,0.0,99.96
Base_Model_S600,0,0.0,99.96
Base_Model_S500,0,0.0,99.96
Base_Model_SK03,0,0.0,99.96
Base_Model_SK032,0,0.0,99.96
Base_Model_SK270,0,0.0,99.96
Base_Model_SK035,0,0.0,99.96
Base_Model_SK250,0,0.0,99.96
Base_Model_SK25,0,0.0,99.96
Base_Model_SK235,0,0.0,99.96
Base_Model_SK220,0,0.0,99.96
Base_Model_SK210,0,0.0,99.96
Base_Model_SK160,0,0.0,99.96
Base_Model_SK150,0,0.0,99.96
Base_Model_SK15,0,0.0,99.96
Base_Model_SK140,0,0.0,99.96
Base_Model_SK130,0,0.0,99.96
Base_Model_SK13,0,0.0,99.96
Base_Model_SK120,0,0.0,99.96
Base_Model_SK115,0,0.0,99.96
Base_Model_SK1026,0,0.0,99.96
Base_Model_SK1020,0,0.0,99.96
Base_Model_SK100,0,0.0,99.96
Base_Model_SK07,0,0.0,99.96
Base_Model_SK05,0,0.0,99.96
Base_Model_SK045,0,0.0,99.96
Base_Model_SK042,0,0.0,99.96
Base_Model_SK04,0,0.0,99.96
Base_Model_SOLAR_225,0,0.0,99.96
Base_Model_SOLAR_255,0,0.0,99.96
Base_Model_SOLAR_280,0,0.0,99.96
Base_Model_TD12,0,0.0,99.96
Base_Model_TC60,0,0.0,99.96
Base_Model_TC54,0,0.0,99.96
Base_Model_TC50,0,0.0,99.96
Base_Model_TC48,0,0.0,99.96
Base_Model_TC44,0,0.0,99.96
Base_Model_TC37,0,0.0,99.96
Base_Model_TC35,0,0.0,99.96
Base_Model_TC29,0,0.0,99.96
Base_Model_TC225,0,0.0,99.96
Base_Model_TC20,0,0.0,99.96
Base_Model_TC16,0,0.0,99.96
Base_Model_TC125,0,0.0,99.96
Base_Model_TB800,0,0.0,99.96
Base_Model_TB68,0,0.0,99.96
Base_Model_TB45,0,0.0,99.96
Base_Model_TB36,0,0.0,99.96
Base_Model_TB35,0,0.0,99.96
Base_Model_TB300,0,0.0,99.96
Base_Model_TB250,0,0.0,99.96
Base_Model_TB25,0,0.0,99.96
Base_Model_TB2200,0,0.0,99.96
Base_Model_TC62,0,0.0,99.96
Base_Model_TD20,0,0.0,99.96
Base_Model_TB180,0,0.0,99.96
Base_Model_TD40,0,0.0,99.96
Base_Model_TX860,0,0.0,99.96
Base_Model_TX750,0,0.0,99.96
Base_Model_TX525,0,0.0,99.96
Base_Model_TX425,0,0.0,99.96
Base_Model_TX300,0,0.0,99.96
Base_Model_TLK965,0,0.0,99.96
Base_Model_TLK760,0,0.0,99.96
Base_Model_TLK750,0,0.0,99.96
Base_Model_TLB535,0,0.0,99.96
Base_Model_TLB325,0,0.0,99.96
Base_Model_TLB220,0,0.0,99.96
Base_Model_TLB20,0,0.0,99.96
Base_Model_TL80,0,0.0,99.96
Base_Model_TL65,0,0.0,99.96
Base_Model_TL60,0,0.0,99.96
Base_Model_TL26,0,0.0,99.96
Base_Model_TL210,0,0.0,99.96
Base_Model_TL140,0,0.0,99.96
Base_Model_TL130,0,0.0,99.96
Base_Model_TL126,0,0.0,99.96
Base_Model_TD7,0,0.0,99.96
Base_Model_TB21,0,0.0,99.96
Base_Model_TB175,0,0.0,99.96
Base_Model_SOLAR_290,0,0.0,99.96
Base_Model_T225,0,0.0,99.96
Base_Model_T190,0,0.0,99.96
Base_Model_T180,0,0.0,99.96
Base_Model_T173,0,0.0,99.96
Base_Model_T140,0,0.0,99.96
Base_Model_T135,0,0.0,99.96
Base_Model_T133,0,0.0,99.96
Base_Model_T105,0,0.0,99.96
Base_Model_SV100,0,0.0,99.96
Base_Model_ST120,0,0.0,99.96
Base_Model_SR80,0,0.0,99.96
Base_Model_SR70,0,0.0,99.96
Base_Model_SOLAR170,0,0.0,99.96
Base_Model_SOLAR035,0,0.0,99.96
Base_Model_SOLAR_S015,0,0.0,99.96
Base_Model_SOLAR_70,0,0.0,99.96
Base_Model_SOLAR_55,0,0.0,99.96
Base_Model_SOLAR_470,0,0.0,99.96
Base_Model_SOLAR_420,0,0.0,99.96
Base_Model_SOLAR_400,0,0.0,99.96
Base_Model_SOLAR_340,0,0.0,99.96
Base_Model_SOLAR_330,0,0.0,99.96
Base_Model_T200,0,0.0,99.96
Base_Model_T233,0,0.0,99.96
Base_Model_TB15,0,0.0,99.96
Base_Model_T243,0,0.0,99.96
Base_Model_TB145,0,0.0,99.96
Base_Model_TB138,0,0.0,99.96
Base_Model_TB135,0,0.0,99.96
Base_Model_TB125,0,0.0,99.96
Base_Model_TB108,0,0.0,99.96
Base_Model_TB070,0,0.0,99.96
Base_Model_TB045,0,0.0,99.96
Base_Model_TB035,0,0.0,99.96
Base_Model_TB025,0,0.0,99.96
Base_Model_TB020,0,0.0,99.96
Base_Model_TB016,0,0.0,99.96
Base_Model_TB015,0,0.0,99.96
Base_Model_TB014,0,0.0,99.96
Base_Model_TB007,0,0.0,99.96
Base_Model_T9,0,0.0,99.96
Base_Model_T85,0,0.0,99.96
Base_Model_T744,0,0.0,99.96
Base_Model_T5,0,0.0,99.96
Base_Model_T400,0,0.0,99.96
Base_Model_T320,0,0.0,99.96
Base_Model_T245,0,0.0,99.96
Secondary_Description_LC7A,0,0.0,99.96
Secondary_Description_LC7LR,0,0.0,99.96
