feature,importance,importance_pct,cumulative_pct
Model_Description_L30Z,0,0.0,99.96
Model_Description_L30BZ,0,0.0,99.96
Model_Description_L30B,0,0.0,99.96
Model_Description_L270,0,0.0,99.96
Model_Description_L25BP,0,0.0,99.96
Model_Description_L25B,0,0.0,99.96
Model_Description_L255,0,0.0,99.96
Model_Description_L220E,0,0.0,99.96
Model_Description_L220D,0,0.0,99.96
Model_Description_L20B,0,0.0,99.96
Model_Description_L544,0,0.0,99.96
Model_Description_L20,0,0.0,99.96
Model_Description_L190B,0,0.0,99.96
Model_Description_L190,0,0.0,99.96
Model_Description_L185,0,0.0,99.96
Model_Description_L180V,0,0.0,99.96
Model_Description_L180E,0,0.0,99.96
Model_Description_L180D,0,0.0,99.96
Model_Description_L180C,0,0.0,99.96
Model_Description_L180,0,0.0,99.96
Model_Description_L175,0,0.0,99.96
Model_Description_L170,0,0.0,99.96
Model_Description_L330,0,0.0,99.96
Model_Description_L330D,0,0.0,99.96
Model_Description_L330E,0,0.0,99.96
Model_Description_L3430,0,0.0,99.96
Model_Description_L538,0,0.0,99.96
Model_Description_L524,0,0.0,99.96
Model_Description_L50E,0,0.0,99.96
Model_Description_L50D,0,0.0,99.96
Model_Description_L50C,0,0.0,99.96
Model_Description_L50B,0,0.0,99.96
Model_Description_L509,0,0.0,99.96
Model_Description_L50,0,0.0,99.96
Model_Description_L45TP,0,0.0,99.96
Model_Description_L45D,0,0.0,99.96
Model_Description_L45BTP,0,0.0,99.96
Model_Description_L45B,0,0.0,99.96
Model_Description_L455,0,0.0,99.96
Model_Description_L45,0,0.0,99.96
Model_Description_L40BTP,0,0.0,99.96
Model_Description_L40B,0,0.0,99.96
Model_Description_L39,0,0.0,99.96
Model_Description_L3830,0,0.0,99.96
Model_Description_L35Z,0,0.0,99.96
Model_Description_L35BZD,0,0.0,99.96
Model_Description_L35BZ,0,0.0,99.96
Model_Description_L35B,0,0.0,99.96
Model_Description_L35,0,0.0,99.96
Model_Description_LS150,0,0.0,99.96
Model_Description_LS160,0,0.0,99.96
Model_Description_LS1600Q,0,0.0,99.96
Model_Description_LX885T,0,0.0,99.96
Model_Description_M850,0,0.0,99.96
Model_Description_M750,0,0.0,99.96
Model_Description_M700,0,0.0,99.96
Model_Description_M65B,0,0.0,99.96
Model_Description_M650,0,0.0,99.96
Model_Description_M65,0,0.0,99.96
Model_Description_M600,0,0.0,99.96
Model_Description_M550,0,0.0,99.96
Model_Description_M500,0,0.0,99.96
Model_Description_M2208,0,0.0,99.96
Model_Description_LX985,0,0.0,99.96
Model_Description_LX885,0,0.0,99.96
Model_Description_LX20,0,0.0,99.96
Model_Description_LX865,0,0.0,99.96
Model_Description_LX855,0,0.0,99.96
Model_Description_LX70-2,0,0.0,99.96
Model_Description_LX70,0,0.0,99.96
Model_Description_LX665T,0,0.0,99.96
Model_Description_LX665,0,0.0,99.96
Model_Description_LX565,0,0.0,99.96
Model_Description_LX50,0,0.0,99.96
Model_Description_LX465,0,0.0,99.96
Model_Description_LX40-3,0,0.0,99.96
Model_Description_LX30-3,0,0.0,99.96
Model_Description_M850A,0,0.0,99.96
Model_Description_M850C,0,0.0,99.96
Model_Description_MC,0,0.0,99.96
Model_Description_MC110,0,0.0,99.96
Model_Description_MD320LC,0,0.0,99.96
Model_Description_MD320BLC,0,0.0,99.96
Model_Description_MD300LC,0,0.0,99.96
Model_Description_MD300,0,0.0,99.96
Model_Description_MD240BLC,0,0.0,99.96
Model_Description_MD240B,0,0.0,99.96
Model_Description_MD240,0,0.0,99.96
Model_Description_MD200BLC,0,0.0,99.96
Model_Description_MD200B,0,0.0,99.96
Model_Description_MD200,0,0.0,99.96
Model_Description_MD180LC,0,0.0,99.96
Model_Description_MD180,0,0.0,99.96
Model_Description_MD140BLC,0,0.0,99.96
Model_Description_MD140,0,0.0,99.96
Model_Description_MC90B,0,0.0,99.96
Model_Description_MC80B,0,0.0,99.96
Model_Description_MC80,0,0.0,99.96
Model_Description_MC70B,0,0.0,99.96
Model_Description_MC70,0,0.0,99.96
Model_Description_MC60K,0,0.0,99.96
Model_Description_MC60B,0,0.0,99.96
Model_Description_MC60,0,0.0,99.96
Model_Description_MC110B,0,0.0,99.96
Model_Description_LX30,0,0.0,99.96
Model_Description_LX150,0,0.0,99.96
Model_Description_LS170,0,0.0,99.96
Model_Description_LS2800CII,0,0.0,99.96
Model_Description_LS5400,0,0.0,99.96
Model_Description_LS4800,0,0.0,99.96
Model_Description_LS4300II,0,0.0,99.96
Model_Description_LS4300CII,0,0.0,99.96
Model_Description_LS4300C,0,0.0,99.96
Model_Description_LS4300,0,0.0,99.96
Model_Description_LS3400Q,0,0.0,99.96
Model_Description_LS3400CII,0,0.0,99.96
Model_Description_LS3400C,0,0.0,99.96
Model_Description_LS3400A,0,0.0,99.96
Model_Description_LS3400,0,0.0,99.96
Model_Description_LS2800C,0,0.0,99.96
Model_Description_LX100,0,0.0,99.96
Model_Description_LS2800B,0,0.0,99.96
Model_Description_LS2800,0,0.0,99.96
Model_Description_LS2700Q,0,0.0,99.96
Model_Description_LS2700CII,0,0.0,99.96
Model_Description_LS2650C,0,0.0,99.96
Model_Description_LS2650,0,0.0,99.96
Model_Description_LS190B,0,0.0,99.96
Model_Description_LS190,0,0.0,99.96
Model_Description_LS185B,0,0.0,99.96
Model_Description_LS180B,0,0.0,99.96
Model_Description_LS180,0,0.0,99.96
Model_Description_LS5800,0,0.0,99.96
Model_Description_LS5800C,0,0.0,99.96
Model_Description_LS5800Q,0,0.0,99.96
Model_Description_LS6400,0,0.0,99.96
Model_Description_LW90,0,0.0,99.96
Model_Description_LW80B,0,0.0,99.96
Model_Description_LW80,0,0.0,99.96
Model_Description_LW50,0,0.0,99.96
Model_Description_LW270B,0,0.0,99.96
Model_Description_LW270,0,0.0,99.96
Model_Description_LW230B,0,0.0,99.96
Model_Description_LW230,0,0.0,99.96
Model_Description_LW190B,0,0.0,99.96
Model_Description_LW190,0,0.0,99.96
Model_Description_LW170TC,0,0.0,99.96
Model_Description_LW170B,0,0.0,99.96
Model_Description_LW170,0,0.0,99.96
Model_Description_LW130TC,0,0.0,99.96
Model_Description_LW130B,0,0.0,99.96
Model_Description_LW130,0,0.0,99.96
Model_Description_LW110B,0,0.0,99.96
Model_Description_LW110,0,0.0,99.96
Model_Description_LV80,0,0.0,99.96
Model_Description_LT185B,0,0.0,99.96
Model_Description_LT185,0,0.0,99.96
Model_Description_LS78,0,0.0,99.96
Model_Description_LS7400,0,0.0,99.96
Model_Description_L160,0,0.0,99.96
Model_Description_L150E,0,0.0,99.96
Model_Description_L150D,0,0.0,99.96
Model_Description_IT28G,0,0.0,99.96
Model_Description_JS160NL,0,0.0,99.96
Model_Description_JS160NC,0,0.0,99.96
Model_Description_JS160LC,0,0.0,99.96
Model_Description_JS160L,0,0.0,99.96
Model_Description_JS160,0,0.0,99.96
Model_Description_JS130L,0,0.0,99.96
Model_Description_IT62G,0,0.0,99.96
Model_Description_IT38H,0,0.0,99.96
Model_Description_IT38GII,0,0.0,99.96
Model_Description_IT38G,0,0.0,99.96
Model_Description_IT38F,0,0.0,99.96
Model_Description_IT28F,0,0.0,99.96
Model_Description_HSL610,0,0.0,99.96
Model_Description_IT24F,0,0.0,99.96
Model_Description_IT18F,0,0.0,99.96
Model_Description_IT18B,0,0.0,99.96
Model_Description_IT18,0,0.0,99.96
Model_Description_IT14G,0,0.0,99.96
Model_Description_IT14F,0,0.0,99.96
Model_Description_IT14B,0,0.0,99.96
Model_Description_IT12F,0,0.0,99.96
Model_Description_IT12B,0,0.0,99.96
Model_Description_IT12,0,0.0,99.96
Model_Description_HW180,0,0.0,99.96
Model_Description_JS160NLC,0,0.0,99.96
Model_Description_JS180,0,0.0,99.96
Model_Description_JS180L,0,0.0,99.96
Model_Description_JS180T,0,0.0,99.96
Model_Description_K904C,0,0.0,99.96
Model_Description_K904,0,0.0,99.96
Model_Description_K903C,0,0.0,99.96
Model_Description_K903B,0,0.0,99.96
Model_Description_K903,0,0.0,99.96
Model_Description_JZ70,0,0.0,99.96
Model_Description_JZ140,0,0.0,99.96
Model_Description_JS460LC,0,0.0,99.96
Model_Description_JS460,0,0.0,99.96
Model_Description_JS330LC,0,0.0,99.96
Model_Description_JS330L,0,0.0,99.96
Model_Description_JS330,0,0.0,99.96
Model_Description_JS260LR,0,0.0,99.96
Model_Description_JS260LC,0,0.0,99.96
Model_Description_JS260L,0,0.0,99.96
Model_Description_JS260,0,0.0,99.96
Model_Description_JS240LC,0,0.0,99.96
Model_Description_JS220LR,0,0.0,99.96
Model_Description_JS220L,0,0.0,99.96
Model_Description_JS220,0,0.0,99.96
Model_Description_JS200LC,0,0.0,99.96
Model_Description_JS200L,0,0.0,99.96
Model_Description_JS200,0,0.0,99.96
Model_Description_HSL810,0,0.0,99.96
Model_Description_HSL600,0,0.0,99.96
Model_Description_K904E,0,0.0,99.96
Model_Description_HL740,0,0.0,99.96
Model_Description_HL757XTD7,0,0.0,99.96
Model_Description_HL7577,0,0.0,99.96
Model_Description_HL750TM,0,0.0,99.96
Model_Description_HL750,0,0.0,99.96
Model_Description_HL740XTD7,0,0.0,99.96
Model_Description_HL740TM7A,0,0.0,99.96
Model_Description_HL740TM7,0,0.0,99.96
Model_Description_HL740TM3,0,0.0,99.96
Model_Description_HL7407A,0,0.0,99.96
Model_Description_HL7407,0,0.0,99.96
Model_Description_HL7403,0,0.0,99.96
Model_Description_HL730TM7,0,0.0,99.96
Model_Description_HR42,0,0.0,99.96
Model_Description_HL7307,0,0.0,99.96
Model_Description_HL7303,0,0.0,99.96
Model_Description_HL4400,0,0.0,99.96
Model_Description_HL35,0,0.0,99.96
Model_Description_HL25,0,0.0,99.96
Model_Description_HL17,0,0.0,99.96
Model_Description_HE50A,0,0.0,99.96
Model_Description_HE450LCH,0,0.0,99.96
Model_Description_HE360LCH,0,0.0,99.96
Model_Description_HE280LC,0,0.0,99.96
Model_Description_HE200W,0,0.0,99.96
Model_Description_HL760,0,0.0,99.96
Model_Description_HL760-3,0,0.0,99.96
Model_Description_HL7607,0,0.0,99.96
Model_Description_HL7607A,0,0.0,99.96
Model_Description_HR40,0,0.0,99.96
Model_Description_HR32,0,0.0,99.96
Model_Description_HR31,0,0.0,99.96
Model_Description_HR2_0,0,0.0,99.96
Model_Description_HR18,0,0.0,99.96
Model_Description_HR16,0,0.0,99.96
Model_Description_HR14,0,0.0,99.96
Model_Description_HR13,0,0.0,99.96
Model_Description_HR12,0,0.0,99.96
Model_Description_HR11,0,0.0,99.96
Model_Description_HR1_5,0,0.0,99.96
Model_Description_HOUGHH90,0,0.0,99.96
Model_Description_HL7807A,0,0.0,99.96
Model_Description_HL7803A,0,0.0,99.96
Model_Description_HL7803,0,0.0,99.96
Model_Description_HL770XTD7,0,0.0,99.96
Model_Description_HL7707A,0,0.0,99.96
Model_Description_HL7707,0,0.0,99.96
Model_Description_HL770-3,0,0.0,99.96
Model_Description_HL770,0,0.0,99.96
Model_Description_HL760XTD7A,0,0.0,99.96
Model_Description_HL760XTD7,0,0.0,99.96
Model_Description_HL760XTD,0,0.0,99.96
Model_Description_K904D,0,0.0,99.96
Model_Description_K905,0,0.0,99.96
Model_Description_L150C,0,0.0,99.96
Model_Description_KSS90Z,0,0.0,99.96
Model_Description_KX1213,0,0.0,99.96
Model_Description_KX1212,0,0.0,99.96
Model_Description_KX121,0,0.0,99.96
Model_Description_KX101,0,0.0,99.96
Model_Description_KX045,0,0.0,99.96
Model_Description_KX025,0,0.0,99.96
Model_Description_KV4AII,0,0.0,99.96
Model_Description_KSS95ZIV-2,0,0.0,99.96
Model_Description_KSS95Z,0,0.0,99.96
Model_Description_KSS90ZV,0,0.0,99.96
Model_Description_KSS90ZIII,0,0.0,99.96
Model_Description_KSS85ZV-2,0,0.0,99.96
Model_Description_KSS65ZIV,0,0.0,99.96
Model_Description_KSS85ZII,0,0.0,99.96
Model_Description_KSS85Z,0,0.0,99.96
Model_Description_KSS80ZII,0,0.0,99.96
Model_Description_KSS80Z,0,0.0,99.96
Model_Description_KSS80T,0,0.0,99.96
Model_Description_KSS70ZV,0,0.0,99.96
Model_Description_KSS70ZIV,0,0.0,99.96
Model_Description_KSS70D,0,0.0,99.96
Model_Description_KSS70B,0,0.0,99.96
Model_Description_KSS65ZV,0,0.0,99.96
Model_Description_KSS65ZTMV,0,0.0,99.96
Model_Description_KX1612,0,0.0,99.96
Model_Description_KX40,0,0.0,99.96
Model_Description_KX41,0,0.0,99.96
Model_Description_KX412,0,0.0,99.96
Model_Description_L150,0,0.0,99.96
Model_Description_L140,0,0.0,99.96
Model_Description_L1340,0,0.0,99.96
Model_Description_L1300,0,0.0,99.96
Model_Description_L130,0,0.0,99.96
Model_Description_L125,0,0.0,99.96
Model_Description_L120F,0,0.0,99.96
Model_Description_L120E,0,0.0,99.96
Model_Description_L120D,0,0.0,99.96
Model_Description_L120C,0,0.0,99.96
Model_Description_L120B,0,0.0,99.96
Model_Description_L120,0,0.0,99.96
Model_Description_L110F,0,0.0,99.96
Model_Description_L110E,0,0.0,99.96
Model_Description_L110,0,0.0,99.96
Model_Description_KZ70,0,0.0,99.96
Model_Description_KZ65ZIV,0,0.0,99.96
Model_Description_KZ110,0,0.0,99.96
Model_Description_KX912,0,0.0,99.96
Model_Description_KX91,0,0.0,99.96
Model_Description_KX612,0,0.0,99.96
Model_Description_KX61,0,0.0,99.96
Model_Description_KX412V,0,0.0,99.96
Model_Description_KSS65ZTM,0,0.0,99.96
Model_Description_KSS65ZII,0,0.0,99.96
Model_Description_K905ALC,0,0.0,99.96
Model_Description_K909LC,0,0.0,99.96
Model_Description_KH040,0,0.0,99.96
Model_Description_KBD65E,0,0.0,99.96
Model_Description_K935,0,0.0,99.96
Model_Description_K916LC-II,0,0.0,99.96
Model_Description_K916LC,0,0.0,99.96
Model_Description_K916,0,0.0,99.96
Model_Description_K914A,0,0.0,99.96
Model_Description_K914,0,0.0,99.96
Model_Description_K912LC-MARK_II,0,0.0,99.96
Model_Description_K912A,0,0.0,99.96
Model_Description_K912,0,0.0,99.96
Model_Description_K909ALC,0,0.0,99.96
Model_Description_KSS65Z,0,0.0,99.96
Model_Description_K909A,0,0.0,99.96
Model_Description_K909,0,0.0,99.96
Model_Description_K907LC,0,0.0,99.96
Model_Description_K907D,0,0.0,99.96
Model_Description_K907CLC,0,0.0,99.96
Model_Description_K907C,0,0.0,99.96
Model_Description_K907B,0,0.0,99.96
Model_Description_K907,0,0.0,99.96
Model_Description_K905LC-MARK_II,0,0.0,99.96
Model_Description_K905LC,0,0.0,99.96
Model_Description_K905C,0,0.0,99.96
Model_Description_KH101,0,0.0,99.96
Model_Description_KH125,0,0.0,99.96
Model_Description_KH125D,0,0.0,99.96
Model_Description_KH170,0,0.0,99.96
Model_Description_KSS60ZIV,0,0.0,99.96
Model_Description_KSS115ZV,0,0.0,99.96
Model_Description_KSS115ZIV,0,0.0,99.96
Model_Description_KSS115ZIII,0,0.0,99.96
Model_Description_KSS110ZII,0,0.0,99.96
Model_Description_KSS110Z,0,0.0,99.96
Model_Description_KLD88ZII,0,0.0,99.96
Model_Description_KLD70,0,0.0,99.96
Model_Description_KL405,0,0.0,99.96
Model_Description_KK113,0,0.0,99.96
Model_Description_KH90,0,0.0,99.96
Model_Description_KH61,0,0.0,99.96
Model_Description_KH60,0,0.0,99.96
Model_Description_KH50,0,0.0,99.96
Model_Description_KH45,0,0.0,99.96
Model_Description_KH40,0,0.0,99.96
Model_Description_KH33,0,0.0,99.96
Model_Description_KH30,0,0.0,99.96
Model_Description_KH28L,0,0.0,99.96
Model_Description_KH27,0,0.0,99.96
Model_Description_KH26,0,0.0,99.96
Model_Description_KH24,0,0.0,99.96
Model_Description_KH191,0,0.0,99.96
Model_Description_MD400,0,0.0,99.96
Model_Description_MD70,0,0.0,99.96
Model_Description_D31A,0,0.0,99.96
Model_Description_PC25-1,0,0.0,99.96
Model_Description_PC27MR,0,0.0,99.96
Model_Description_PC270LC8,0,0.0,99.96
Model_Description_PC270LC7L,0,0.0,99.96
Model_Description_PC270LC6LE,0,0.0,99.96
Model_Description_PC270LC6L,0,0.0,99.96
Model_Description_PC270LC6,0,0.0,99.96
Model_Description_PC270LC,0,0.0,99.96
Model_Description_PC270,0,0.0,99.96
Model_Description_PC27,0,0.0,99.96
Model_Description_PC25R,0,0.0,99.96
Model_Description_PC250LC,0,0.0,99.96
Model_Description_PC25,0,0.0,99.96
Model_Description_PC27MRX,0,0.0,99.96
Model_Description_PC240NLC6K,0,0.0,99.96
Model_Description_PC240LC6K,0,0.0,99.96
Model_Description_PC240LC6,0,0.0,99.96
Model_Description_PC240LC5,0,0.0,99.96
Model_Description_PC240LC,0,0.0,99.96
Model_Description_PC240,0,0.0,99.96
Model_Description_PC230LC6,0,0.0,99.96
Model_Description_PC228UU-1,0,0.0,99.96
Model_Description_PC228USLC3NO,0,0.0,99.96
Model_Description_PC228USLC3E0,0,0.0,99.96
Model_Description_PC228USLC3,0,0.0,99.96
Model_Description_PC27MR-2,0,0.0,99.96
Model_Description_PC27R,0,0.0,99.96
Model_Description_ME12002,0,0.0,99.96
Model_Description_PC30-7,0,0.0,99.96
Model_Description_PC300L,0,0.0,99.96
Model_Description_PC300HD7E0,0,0.0,99.96
Model_Description_PC300HD-7,0,0.0,99.96
Model_Description_PC300HD-6,0,0.0,99.96
Model_Description_PC300HD-5,0,0.0,99.96
Model_Description_PC300HD,0,0.0,99.96
Model_Description_PC3000,0,0.0,99.96
Model_Description_PC300-7,0,0.0,99.96
Model_Description_PC300-6,0,0.0,99.96
Model_Description_PC300-5,0,0.0,99.96
Model_Description_PC300-3,0,0.0,99.96
Model_Description_PC30-6,0,0.0,99.96
Model_Description_PC27R-8,0,0.0,99.96
Model_Description_PC30-5,0,0.0,99.96
Model_Description_PC30,0,0.0,99.96
Model_Description_PC290LC7,0,0.0,99.96
Model_Description_PC290LC6,0,0.0,99.96
Model_Description_PC290,0,0.0,99.96
Model_Description_PC28UU,0,0.0,99.96
Model_Description_PC280LC3,0,0.0,99.96
Model_Description_PC280LC,0,0.0,99.96
Model_Description_PC280,0,0.0,99.96
Model_Description_PC28,0,0.0,99.96
Model_Description_PC27R-8E,0,0.0,99.96
Model_Description_PC228USLC2,0,0.0,99.96
Model_Description_PC228USLC1,0,0.0,99.96
Model_Description_PC228USLC,0,0.0,99.96
Model_Description_PC20MR-1,0,0.0,99.96
Model_Description_PC210LC5,0,0.0,99.96
Model_Description_PC210LC,0,0.0,99.96
Model_Description_PC2107,0,0.0,99.96
Model_Description_PC210-6LC,0,0.0,99.96
Model_Description_PC210-6,0,0.0,99.96
Model_Description_PC210-5,0,0.0,99.96
Model_Description_PC210-3,0,0.0,99.96
Model_Description_PC210,0,0.0,99.96
Model_Description_PC20R-8,0,0.0,99.96
Model_Description_PC20MRX,0,0.0,99.96
Model_Description_PC20MR-2,0,0.0,99.96
Model_Description_PC20MR,0,0.0,99.96
Model_Description_PC228US-3,0,0.0,99.96
Model_Description_PC202,0,0.0,99.96
Model_Description_PC200LC8GALEO,0,0.0,99.96
Model_Description_PC200LC8,0,0.0,99.96
Model_Description_PC200LC6LEAVANCE,0,0.0,99.96
Model_Description_PC200LC6LC,0,0.0,99.96
Model_Description_PC200LC6LAVANCE,0,0.0,99.96
Model_Description_PC200LC6E,0,0.0,99.96
Model_Description_PC200LC6AVANCE,0,0.0,99.96
Model_Description_PC200LC6,0,0.0,99.96
Model_Description_PC200LC2,0,0.0,99.96
Model_Description_PC200EL-6,0,0.0,99.96
Model_Description_PC210LC6,0,0.0,99.96
Model_Description_PC210LC6K,0,0.0,99.96
Model_Description_PC210LC7,0,0.0,99.96
Model_Description_PC210LC7K,0,0.0,99.96
Model_Description_PC228US-2,0,0.0,99.96
Model_Description_PC228US,0,0.0,99.96
Model_Description_PC228LC3,0,0.0,99.96
Model_Description_PC228,0,0.0,99.96
Model_Description_PC220LC8,0,0.0,99.96
Model_Description_PC220LC7L,0,0.0,99.96
Model_Description_PC220LC6,0,0.0,99.96
Model_Description_PC220LC5L,0,0.0,99.96
Model_Description_PC220LC5,0,0.0,99.96
Model_Description_PC220LC2,0,0.0,99.96
Model_Description_PC220LC-7GALEO,0,0.0,99.96
Model_Description_PC220LC,0,0.0,99.96
Model_Description_PC220L,0,0.0,99.96
Model_Description_PC2202,0,0.0,99.96
Model_Description_PC2201,0,0.0,99.96
Model_Description_PC220-7,0,0.0,99.96
Model_Description_PC220-6,0,0.0,99.96
Model_Description_PC220-5,0,0.0,99.96
Model_Description_PC220-3,0,0.0,99.96
Model_Description_PC220,0,0.0,99.96
Model_Description_PC210NLC8,0,0.0,99.96
Model_Description_PC210LC8K,0,0.0,99.96
Model_Description_PC210LC8,0,0.0,99.96
Model_Description_PC300LC,0,0.0,99.96
Model_Description_PC300LC2,0,0.0,99.96
Model_Description_PC300LC5,0,0.0,99.96
Model_Description_PC45,0,0.0,99.96
Model_Description_PC45MR-1,0,0.0,99.96
Model_Description_PC45MR,0,0.0,99.96
Model_Description_PC451E,0,0.0,99.96
Model_Description_PC450LCD,0,0.0,99.96
Model_Description_PC450LC7K,0,0.0,99.96
Model_Description_PC450LC6K,0,0.0,99.96
Model_Description_PC450LC6,0,0.0,99.96
Model_Description_PC450LC,0,0.0,99.96
Model_Description_PC450-6,0,0.0,99.96
Model_Description_PC45-8,0,0.0,99.96
Model_Description_PC45-1,0,0.0,99.96
Model_Description_PC40R-8,0,0.0,99.96
Model_Description_PC400LC6AVANCE,0,0.0,99.96
Model_Description_PC40R,0,0.0,99.96
Model_Description_PC40MRX,0,0.0,99.96
Model_Description_PC40MR-2,0,0.0,99.96
Model_Description_PC40MR-1,0,0.0,99.96
Model_Description_PC40MR,0,0.0,99.96
Model_Description_PC40FR,0,0.0,99.96
Model_Description_PC400LC7LGALEO,0,0.0,99.96
Model_Description_PC400LC7L,0,0.0,99.96
Model_Description_PC400LC7E0,0,0.0,99.96
Model_Description_PC400LC7,0,0.0,99.96
Model_Description_PC400LC6LM,0,0.0,99.96
Model_Description_PC45MRX-1,0,0.0,99.96
Model_Description_PC45R,0,0.0,99.96
Model_Description_PC45R-8,0,0.0,99.96
Model_Description_PC50,0,0.0,99.96
Model_Description_PC650LC5,0,0.0,99.96
Model_Description_PC650LC3,0,0.0,99.96
Model_Description_PC650LC,0,0.0,99.96
Model_Description_PC6505,0,0.0,99.96
Model_Description_PC650-3,0,0.0,99.96
Model_Description_PC650-1,0,0.0,99.96
Model_Description_PC650,0,0.0,99.96
Model_Description_PC60U-5,0,0.0,99.96
Model_Description_PC60U,0,0.0,99.96
Model_Description_PC600LC7K,0,0.0,99.96
Model_Description_PC600LC7,0,0.0,99.96
Model_Description_PC600LC,0,0.0,99.96
Model_Description_PC6006,0,0.0,99.96
Model_Description_PC60-7B,0,0.0,99.96
Model_Description_PC60-5,0,0.0,99.96
Model_Description_PC60,0,0.0,99.96
Model_Description_PC58UU-3,0,0.0,99.96
Model_Description_PC58SF,0,0.0,99.96
Model_Description_PC58,0,0.0,99.96
Model_Description_PC55MR3,0,0.0,99.96
Model_Description_PC50UU,0,0.0,99.96
Model_Description_PC50MR-2,0,0.0,99.96
Model_Description_PC50MR,0,0.0,99.96
Model_Description_PC400LC6LKAVANCE,0,0.0,99.96
Model_Description_PC400LC5LC,0,0.0,99.96
Model_Description_PC300LC5K,0,0.0,99.96
Model_Description_PC30MR,0,0.0,99.96
Model_Description_PC35MR-2,0,0.0,99.96
Model_Description_PC35MR-1,0,0.0,99.96
Model_Description_PC350LC6,0,0.0,99.96
Model_Description_PC350-6,0,0.0,99.96
Model_Description_PC35,0,0.0,99.96
Model_Description_PC340LC7K,0,0.0,99.96
Model_Description_PC340,0,0.0,99.96
Model_Description_PC30UU-3,0,0.0,99.96
Model_Description_PC30R-8,0,0.0,99.96
Model_Description_PC30MR-2,0,0.0,99.96
Model_Description_PC30MR-1,0,0.0,99.96
Model_Description_PC30FR,0,0.0,99.96
Model_Description_PC400LC5L,0,0.0,99.96
Model_Description_PC308USLC3,0,0.0,99.96
Model_Description_PC308USLC,0,0.0,99.96
Model_Description_PC300NLC5,0,0.0,99.96
Model_Description_PC300LC8,0,0.0,99.96
Model_Description_PC300LC7L,0,0.0,99.96
Model_Description_PC300LC7GALEO,0,0.0,99.96
Model_Description_PC300LC7E,0,0.0,99.96
Model_Description_PC300LC7,0,0.0,99.96
Model_Description_PC300LC6LEAVANCE,0,0.0,99.96
Model_Description_PC300LC6L,0,0.0,99.96
Model_Description_PC300LC6,0,0.0,99.96
Model_Description_PC35MR3,0,0.0,99.96
Model_Description_PC35MRX-1,0,0.0,99.96
Model_Description_PC35R,0,0.0,99.96
Model_Description_PC35R-8,0,0.0,99.96
Model_Description_PC400LC5,0,0.0,99.96
Model_Description_PC400LC1,0,0.0,99.96
Model_Description_PC400LC,0,0.0,99.96
Model_Description_PC400HD6LC,0,0.0,99.96
Model_Description_PC400HD-6LK,0,0.0,99.96
Model_Description_PC400HD-6,0,0.0,99.96
Model_Description_PC400HD-5,0,0.0,99.96
Model_Description_PC400HD,0,0.0,99.96
Model_Description_PC400-5LC,0,0.0,99.96
Model_Description_PC400-5,0,0.0,99.96
Model_Description_PC400-3,0,0.0,99.96
Model_Description_PC400,0,0.0,99.96
Model_Description_PC40-7E,0,0.0,99.96
Model_Description_PC40-2,0,0.0,99.96
Model_Description_PC40,0,0.0,99.96
Model_Description_PC38UU2,0,0.0,99.96
Model_Description_PC38UU1,0,0.0,99.96
Model_Description_PC38UU,0,0.0,99.96
Model_Description_PC38,0,0.0,99.96
Model_Description_PC360LC5,0,0.0,99.96
Model_Description_PC360LC3,0,0.0,99.96
Model_Description_PC360LC,0,0.0,99.96
Model_Description_PC360,0,0.0,99.96
Model_Description_PC200EL,0,0.0,99.96
Model_Description_PC2006E,0,0.0,99.96
Model_Description_PC2002,0,0.0,99.96
Model_Description_MS110,0,0.0,99.96
Model_Description_MS230LC,0,0.0,99.96
Model_Description_MS230,0,0.0,99.96
Model_Description_MS180LC8,0,0.0,99.96
Model_Description_MS180LC,0,0.0,99.96
Model_Description_MS180,0,0.0,99.96
Model_Description_MS140,0,0.0,99.96
Model_Description_MS120LC,0,0.0,99.96
Model_Description_MS120-8,0,0.0,99.96
Model_Description_MS120-2,0,0.0,99.96
Model_Description_MS120,0,0.0,99.96
Model_Description_MS110L,0,0.0,99.96
Model_Description_MS090,0,0.0,99.96
Model_Description_MM30B,0,0.0,99.96
Model_Description_MS062,0,0.0,99.96
Model_Description_MS040,0,0.0,99.96
Model_Description_MS035,0,0.0,99.96
Model_Description_MM57SR,0,0.0,99.96
Model_Description_MM555R,0,0.0,99.96
Model_Description_MM45,0,0.0,99.96
Model_Description_MM40SR,0,0.0,99.96
Model_Description_MM40CR,0,0.0,99.96
Model_Description_MM35T,0,0.0,99.96
Model_Description_MM35B,0,0.0,99.96
Model_Description_MM35,0,0.0,99.96
Model_Description_MS240,0,0.0,99.96
Model_Description_MS240LC8,0,0.0,99.96
Model_Description_MS280,0,0.0,99.96
Model_Description_MS2802,0,0.0,99.96
Model_Description_MX3,0,0.0,99.96
Model_Description_MX292LC,0,0.0,99.96
Model_Description_MX272,0,0.0,99.96
Model_Description_MX255LC,0,0.0,99.96
Model_Description_MX225LS,0,0.0,99.96
Model_Description_MX222LC,0,0.0,99.96
Model_Description_MX222,0,0.0,99.96
Model_Description_MX202W,0,0.0,99.96
Model_Description_MX202,0,0.0,99.96
Model_Description_MX182,0,0.0,99.96
Model_Description_MX15,0,0.0,99.96
Model_Description_MX14-2,0,0.0,99.96
Model_Description_MX132LC,0,0.0,99.96
Model_Description_MX030,0,0.0,99.96
Model_Description_MTL25,0,0.0,99.96
